Nazwa zmiennej	Etykieta zmiennej	Etykieta zmiennej.1	Katalog	Katalog.1	Grupa zmiennych	Grupa zmiennych w innym języku	Ukryta	Waga (0/1)	Długość roku	Atrybuty (n)	atrybut pisma	atrybut wskaźnika	atrybut wskaźnika slcwwr	atrybut wskaźnika slcwwc	atrybut wartości wskaźnika	Grupa zakresu danych	Archiwum
FAKT76_zasieg	CDTP1:Fakt Gazeta Codzienna - Sobota_zasieg	CDTP1:Fakt Gazeta Codzienna - Sobota_zasieg			0	0	1	0	0	0	1194	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GAZGIE71_zasieg	CDTP1:Parkiet Gazeta Giełdy - Poniedziałek_zasieg	CDTP1:Parkiet Gazeta Giełdy - Poniedziałek_zasieg			0	0	1	0	0	0	1050	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GAZGIE72_zasieg	CDTP1:Parkiet Gazeta Giełdy - Wtorek_zasieg	CDTP1:Parkiet Gazeta Giełdy - Wtorek_zasieg			0	0	1	0	0	0	1050	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GAZGIE73_zasieg	CDTP1:Parkiet Gazeta Giełdy - Środa_zasieg	CDTP1:Parkiet Gazeta Giełdy - Środa_zasieg			0	0	1	0	0	0	1050	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GAZGIE74_zasieg	CDTP1:Parkiet Gazeta Giełdy - Czwartek_zasieg	CDTP1:Parkiet Gazeta Giełdy - Czwartek_zasieg			0	0	1	0	0	0	1050	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GAZGIE75_zasieg	CDTP1:Parkiet Gazeta Giełdy - Piątek_zasieg	CDTP1:Parkiet Gazeta Giełdy - Piątek_zasieg			0	0	1	0	0	0	1050	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GAZGIE76_zasieg	CDTP1:Parkiet Gazeta Giełdy - Sobota_zasieg	CDTP1:Parkiet Gazeta Giełdy - Sobota_zasieg			0	0	1	0	0	0	1050	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GAZWYB71_zasieg	CDTP1:Gazeta Wyborcza - Poniedziałek_zasieg	CDTP1:Gazeta Wyborcza - Poniedziałek_zasieg			0	0	1	0	0	0	1020	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GAZWYB72_zasieg	CDTP1:Gazeta Wyborcza - Wtorek_zasieg	CDTP1:Gazeta Wyborcza - Wtorek_zasieg			0	0	1	0	0	0	1020	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GAZWYB73_zasieg	CDTP1:Gazeta Wyborcza - Środa_zasieg	CDTP1:Gazeta Wyborcza - Środa_zasieg			0	0	1	0	0	0	1020	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GAZWYB74_zasieg	CDTP1:Gazeta Wyborcza - Czwartek_zasieg	CDTP1:Gazeta Wyborcza - Czwartek_zasieg			0	0	1	0	0	0	1020	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GAZWYB75_zasieg	CDTP1:Gazeta Wyborcza - Piątek_zasieg	CDTP1:Gazeta Wyborcza - Piątek_zasieg			0	0	1	0	0	0	1020	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GAZWYB76_zasieg	CDTP1:Gazeta Wyborcza - Sobota_zasieg	CDTP1:Gazeta Wyborcza - Sobota_zasieg			0	0	1	0	0	0	1020	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GKRAK71_zasieg	CDTP1:Gazeta Krakowska - Poniedziałek_zasieg	CDTP1:Gazeta Krakowska - Poniedziałek_zasieg			0	0	1	0	0	0	2180	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GKRAK72_zasieg	CDTP1:Gazeta Krakowska - Wtorek_zasieg	CDTP1:Gazeta Krakowska - Wtorek_zasieg			0	0	1	0	0	0	2180	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GKRAK73_zasieg	CDTP1:Gazeta Krakowska - Środa_zasieg	CDTP1:Gazeta Krakowska - Środa_zasieg			0	0	1	0	0	0	2180	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GKRAK74_zasieg	CDTP1:Gazeta Krakowska - Czwartek_zasieg	CDTP1:Gazeta Krakowska - Czwartek_zasieg			0	0	1	0	0	0	2180	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GKRAK75_zasieg	CDTP1:Gazeta Krakowska - Piątek_zasieg	CDTP1:Gazeta Krakowska - Piątek_zasieg			0	0	1	0	0	0	2180	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GKRAK76_zasieg	CDTP1:Gazeta Krakowska - Sobota_zasieg	CDTP1:Gazeta Krakowska - Sobota_zasieg			0	0	1	0	0	0	2180	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GLDZPM71_zasieg	CDTP1:Głos-Dziennik Pomorza - Poniedziałek_zasieg	CDTP1:Głos-Dziennik Pomorza - Poniedziałek_zasieg			0	0	1	0	0	0	2281	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GLDZPM72_zasieg	CDTP1:Głos-Dziennik Pomorza - Wtorek_zasieg	CDTP1:Głos-Dziennik Pomorza - Wtorek_zasieg			0	0	1	0	0	0	2281	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GLDZPM73_zasieg	CDTP1:Głos-Dziennik Pomorza - Środa_zasieg	CDTP1:Głos-Dziennik Pomorza - Środa_zasieg			0	0	1	0	0	0	2281	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GLDZPM74_zasieg	CDTP1:Głos-Dziennik Pomorza - Czwartek_zasieg	CDTP1:Głos-Dziennik Pomorza - Czwartek_zasieg			0	0	1	0	0	0	2281	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GLDZPM75_zasieg	CDTP1:Głos-Dziennik Pomorza - Piątek_zasieg	CDTP1:Głos-Dziennik Pomorza - Piątek_zasieg			0	0	1	0	0	0	2281	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GLDZPM76_zasieg	CDTP1:Głos-Dziennik Pomorza - Sobota_zasieg	CDTP1:Głos-Dziennik Pomorza - Sobota_zasieg			0	0	1	0	0	0	2281	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GLUBU71_zasieg	CDTP1:Gazeta Lubuska - Poniedziałek_zasieg	CDTP1:Gazeta Lubuska - Poniedziałek_zasieg			0	0	1	0	0	0	2190	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GLUBU72_zasieg	CDTP1:Gazeta Lubuska - Wtorek_zasieg	CDTP1:Gazeta Lubuska - Wtorek_zasieg			0	0	1	0	0	0	2190	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GLUBU73_zasieg	CDTP1:Gazeta Lubuska - Środa_zasieg	CDTP1:Gazeta Lubuska - Środa_zasieg			0	0	1	0	0	0	2190	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GLUBU74_zasieg	CDTP1:Gazeta Lubuska - Czwartek_zasieg	CDTP1:Gazeta Lubuska - Czwartek_zasieg			0	0	1	0	0	0	2190	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GLUBU75_zasieg	CDTP1:Gazeta Lubuska - Piątek_zasieg	CDTP1:Gazeta Lubuska - Piątek_zasieg			0	0	1	0	0	0	2190	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GLUBU76_zasieg	CDTP1:Gazeta Lubuska - Sobota_zasieg	CDTP1:Gazeta Lubuska - Sobota_zasieg			0	0	1	0	0	0	2190	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GLWIEL71_zasieg	CDTP1:Głos Wielkopolski - Poniedziałek_zasieg	CDTP1:Głos Wielkopolski - Poniedziałek_zasieg			0	0	1	0	0	0	2320	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GLWIEL72_zasieg	CDTP1:Głos Wielkopolski - Wtorek_zasieg	CDTP1:Głos Wielkopolski - Wtorek_zasieg			0	0	1	0	0	0	2320	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GLWIEL73_zasieg	CDTP1:Głos Wielkopolski - Środa_zasieg	CDTP1:Głos Wielkopolski - Środa_zasieg			0	0	1	0	0	0	2320	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GLWIEL74_zasieg	CDTP1:Głos Wielkopolski - Czwartek_zasieg	CDTP1:Głos Wielkopolski - Czwartek_zasieg			0	0	1	0	0	0	2320	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GLWIEL75_zasieg	CDTP1:Głos Wielkopolski - Piątek_zasieg	CDTP1:Głos Wielkopolski - Piątek_zasieg			0	0	1	0	0	0	2320	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GLWIEL76_zasieg	CDTP1:Głos Wielkopolski - Sobota_zasieg	CDTP1:Głos Wielkopolski - Sobota_zasieg			0	0	1	0	0	0	2320	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GOLSZ71_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Poniedziałek_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Poniedziałek_zasieg			0	0	1	0	0	0	2200	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GOLSZ72_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Wtorek_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Wtorek_zasieg			0	0	1	0	0	0	2200	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GOLSZ73_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Środa_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Środa_zasieg			0	0	1	0	0	0	2200	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GOLSZ74_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Czwartek_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Czwartek_zasieg			0	0	1	0	0	0	2200	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GOLSZ75_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Piątek_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Piątek_zasieg			0	0	1	0	0	0	2200	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GOLSZ76_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Sobota_zasieg	CDTP1:Gazeta Olsztyńska / Dziennik Elbląski - Sobota_zasieg			0	0	1	0	0	0	2200	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GPOMOR71_zasieg	CDTP1:Gazeta Pomorska - Poniedziałek_zasieg	CDTP1:Gazeta Pomorska - Poniedziałek_zasieg			0	0	1	0	0	0	2220	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GPOMOR72_zasieg	CDTP1:Gazeta Pomorska - Wtorek_zasieg	CDTP1:Gazeta Pomorska - Wtorek_zasieg			0	0	1	0	0	0	2220	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GPOMOR73_zasieg	CDTP1:Gazeta Pomorska - Środa_zasieg	CDTP1:Gazeta Pomorska - Środa_zasieg			0	0	1	0	0	0	2220	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GPOMOR74_zasieg	CDTP1:Gazeta Pomorska - Czwartek_zasieg	CDTP1:Gazeta Pomorska - Czwartek_zasieg			0	0	1	0	0	0	2220	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GPOMOR75_zasieg	CDTP1:Gazeta Pomorska - Piątek_zasieg	CDTP1:Gazeta Pomorska - Piątek_zasieg			0	0	1	0	0	0	2220	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GPOMOR76_zasieg	CDTP1:Gazeta Pomorska - Sobota_zasieg	CDTP1:Gazeta Pomorska - Sobota_zasieg			0	0	1	0	0	0	2220	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
GPRAWN71_zasieg	CDTP1:Dziennik Gazeta Prawna - Poniedziałek_zasieg	CDTP1:Dziennik Gazeta Prawna - Poniedziałek_zasieg			0	0	1	0	0	0	1192	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GPRAWN72_zasieg	CDTP1:Dziennik Gazeta Prawna - Wtorek_zasieg	CDTP1:Dziennik Gazeta Prawna - Wtorek_zasieg			0	0	1	0	0	0	1192	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GPRAWN73_zasieg	CDTP1:Dziennik Gazeta Prawna - Środa_zasieg	CDTP1:Dziennik Gazeta Prawna - Środa_zasieg			0	0	1	0	0	0	1192	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GPRAWN74_zasieg	CDTP1:Dziennik Gazeta Prawna - Czwartek_zasieg	CDTP1:Dziennik Gazeta Prawna - Czwartek_zasieg			0	0	1	0	0	0	1192	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GPRAWN75_zasieg	CDTP1:Dziennik Gazeta Prawna - Piątek_zasieg	CDTP1:Dziennik Gazeta Prawna - Piątek_zasieg			0	0	1	0	0	0	1192	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
GWSP71_zasieg	CDTP1:Gazeta Współczesna - Poniedziałek_zasieg	CDTP1:Gazeta Współczesna - Poniedziałek_zasieg			0	0	1	0	0	0	2250	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
GWSP72_zasieg	CDTP1:Gazeta Współczesna - Wtorek_zasieg	CDTP1:Gazeta Współczesna - Wtorek_zasieg			0	0	1	0	0	0	2250	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
GWSP73_zasieg	CDTP1:Gazeta Współczesna - Środa_zasieg	CDTP1:Gazeta Współczesna - Środa_zasieg			0	0	1	0	0	0	2250	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
GWSP74_zasieg	CDTP1:Gazeta Współczesna - Czwartek_zasieg	CDTP1:Gazeta Współczesna - Czwartek_zasieg			0	0	1	0	0	0	2250	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
GWSP75_zasieg	CDTP1:Gazeta Współczesna - Piątek_zasieg	CDTP1:Gazeta Współczesna - Piątek_zasieg			0	0	1	0	0	0	2250	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
KURLUB71_zasieg	CDTP1:Kurier Lubelski - Poniedziałek_zasieg	CDTP1:Kurier Lubelski - Poniedziałek_zasieg			0	0	1	0	0	0	2350	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
KURLUB72_zasieg	CDTP1:Kurier Lubelski - Wtorek_zasieg	CDTP1:Kurier Lubelski - Wtorek_zasieg			0	0	1	0	0	0	2350	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
KURLUB73_zasieg	CDTP1:Kurier Lubelski - Środa_zasieg	CDTP1:Kurier Lubelski - Środa_zasieg			0	0	1	0	0	0	2350	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
KURLUB74_zasieg	CDTP1:Kurier Lubelski - Czwartek_zasieg	CDTP1:Kurier Lubelski - Czwartek_zasieg			0	0	1	0	0	0	2350	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
KURLUB75_zasieg	CDTP1:Kurier Lubelski - Piątek_zasieg	CDTP1:Kurier Lubelski - Piątek_zasieg			0	0	1	0	0	0	2350	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
KURLUB76_zasieg	CDTP1:Kurier Lubelski - Sobota_zasieg	CDTP1:Kurier Lubelski - Sobota_zasieg			0	0	1	0	0	0	2350	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
KURPOR71_zasieg	CDTP1:Kurier Poranny - Poniedziałek_zasieg	CDTP1:Kurier Poranny - Poniedziałek_zasieg			0	0	1	0	0	0	2370	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
KURPOR72_zasieg	CDTP1:Kurier Poranny - Wtorek_zasieg	CDTP1:Kurier Poranny - Wtorek_zasieg			0	0	1	0	0	0	2370	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
KURPOR73_zasieg	CDTP1:Kurier Poranny - Środa_zasieg	CDTP1:Kurier Poranny - Środa_zasieg			0	0	1	0	0	0	2370	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
KURPOR74_zasieg	CDTP1:Kurier Poranny - Czwartek_zasieg	CDTP1:Kurier Poranny - Czwartek_zasieg			0	0	1	0	0	0	2370	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
KURPOR75_zasieg	CDTP1:Kurier Poranny - Piątek_zasieg	CDTP1:Kurier Poranny - Piątek_zasieg			0	0	1	0	0	0	2370	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
KURSZ71_zasieg	CDTP1:Kurier Szczeciński - Poniedziałek_zasieg	CDTP1:Kurier Szczeciński - Poniedziałek_zasieg			0	0	1	0	0	0	2380	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
KURSZ72_zasieg	CDTP1:Kurier Szczeciński - Wtorek_zasieg	CDTP1:Kurier Szczeciński - Wtorek_zasieg			0	0	1	0	0	0	2380	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
KURSZ73_zasieg	CDTP1:Kurier Szczeciński - Środa_zasieg	CDTP1:Kurier Szczeciński - Środa_zasieg			0	0	1	0	0	0	2380	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
KURSZ74_zasieg	CDTP1:Kurier Szczeciński - Czwartek_zasieg	CDTP1:Kurier Szczeciński - Czwartek_zasieg			0	0	1	0	0	0	2380	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
KURSZ75_zasieg	CDTP1:Kurier Szczeciński - Piątek_zasieg	CDTP1:Kurier Szczeciński - Piątek_zasieg			0	0	1	0	0	0	2380	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
METROA71_zasieg	CDTP1:Metrocafe - Poniedziałek_zasieg	CDTP1:Metrocafe - Poniedziałek_zasieg			0	0	1	0	0	0	2202	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
METROA72_zasieg	CDTP1:Metrocafe - Wtorek_zasieg	CDTP1:Metrocafe - Wtorek_zasieg			0	0	1	0	0	0	2202	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
METROA73_zasieg	CDTP1:Metrocafe - Środa_zasieg	CDTP1:Metrocafe - Środa_zasieg			0	0	1	0	0	0	2202	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
METROA74_zasieg	CDTP1:Metrocafe - Czwartek_zasieg	CDTP1:Metrocafe - Czwartek_zasieg			0	0	1	0	0	0	2202	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
METROA75_zasieg	CDTP1:Metrocafe - Piątek_zasieg	CDTP1:Metrocafe - Piątek_zasieg			0	0	1	0	0	0	2202	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
NASZMI71_zasieg	CDTP1:naszemiasto.pl - Poniedziałek_zasieg	CDTP1:naszemiasto.pl - Poniedziałek_zasieg			0	0	1	0	0	0	1197	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
NASZMI74_zasieg	CDTP1:naszemiasto.pl - Czwartek_zasieg	CDTP1:naszemiasto.pl - Czwartek_zasieg			0	0	1	0	0	0	1197	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
NOWINY71_zasieg	CDTP1:Nowiny - Poniedziałek_zasieg	CDTP1:Nowiny - Poniedziałek_zasieg			0	0	1	0	0	0	2400	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
NOWINY72_zasieg	CDTP1:Nowiny - Wtorek_zasieg	CDTP1:Nowiny - Wtorek_zasieg			0	0	1	0	0	0	2400	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
NOWINY73_zasieg	CDTP1:Nowiny - Środa_zasieg	CDTP1:Nowiny - Środa_zasieg			0	0	1	0	0	0	2400	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
NOWINY74_zasieg	CDTP1:Nowiny - Czwartek_zasieg	CDTP1:Nowiny - Czwartek_zasieg			0	0	1	0	0	0	2400	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
NOWINY75_zasieg	CDTP1:Nowiny - Piątek_zasieg	CDTP1:Nowiny - Piątek_zasieg			0	0	1	0	0	0	2400	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
NOWTOR71_zasieg	CDTP1:Nowości - Dziennik Toruński - Poniedziałek_zasieg	CDTP1:Nowości - Dziennik Toruński - Poniedziałek_zasieg			0	0	1	0	0	0	2410	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
NOWTOR72_zasieg	CDTP1:Nowości - Dziennik Toruński - Wtorek_zasieg	CDTP1:Nowości - Dziennik Toruński - Wtorek_zasieg			0	0	1	0	0	0	2410	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
NOWTOR73_zasieg	CDTP1:Nowości - Dziennik Toruński - Środa_zasieg	CDTP1:Nowości - Dziennik Toruński - Środa_zasieg			0	0	1	0	0	0	2410	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
NOWTOR74_zasieg	CDTP1:Nowości - Dziennik Toruński - Czwartek_zasieg	CDTP1:Nowości - Dziennik Toruński - Czwartek_zasieg			0	0	1	0	0	0	2410	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
NOWTOR75_zasieg	CDTP1:Nowości - Dziennik Toruński - Piątek_zasieg	CDTP1:Nowości - Dziennik Toruński - Piątek_zasieg			0	0	1	0	0	0	2410	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
NOWTOR76_zasieg	CDTP1:Nowości - Dziennik Toruński - Sobota_zasieg	CDTP1:Nowości - Dziennik Toruński - Sobota_zasieg			0	0	1	0	0	0	2410	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
POWAWA71_zasieg	CDTP1:Polska Metropolia Warszawska - Poniedziałek_zasieg	CDTP1:Polska Metropolia Warszawska - Poniedziałek_zasieg			0	0	1	0	0	0	2505	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
POWAWA75_zasieg	CDTP1:Polska Metropolia Warszawska - Piątek_zasieg	CDTP1:Polska Metropolia Warszawska - Piątek_zasieg			0	0	1	0	0	0	2505	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
PULBIZ71_zasieg	CDTP1:Puls Biznesu - Poniedziałek_zasieg	CDTP1:Puls Biznesu - Poniedziałek_zasieg			0	0	1	0	0	0	1180	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
PULBIZ72_zasieg	CDTP1:Puls Biznesu - Wtorek_zasieg	CDTP1:Puls Biznesu - Wtorek_zasieg			0	0	1	0	0	0	1180	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
PULBIZ73_zasieg	CDTP1:Puls Biznesu - Środa_zasieg	CDTP1:Puls Biznesu - Środa_zasieg			0	0	1	0	0	0	1180	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
PULBIZ74_zasieg	CDTP1:Puls Biznesu - Czwartek_zasieg	CDTP1:Puls Biznesu - Czwartek_zasieg			0	0	1	0	0	0	1180	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
PULBIZ75_zasieg	CDTP1:Puls Biznesu - Piątek_zasieg	CDTP1:Puls Biznesu - Piątek_zasieg			0	0	1	0	0	0	1180	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
RZECZP71_zasieg	CDTP1:Rzeczpospolita - Poniedziałek_zasieg	CDTP1:Rzeczpospolita - Poniedziałek_zasieg			0	0	1	0	0	0	1080	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
RZECZP72_zasieg	CDTP1:Rzeczpospolita - Wtorek_zasieg	CDTP1:Rzeczpospolita - Wtorek_zasieg			0	0	1	0	0	0	1080	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
RZECZP73_zasieg	CDTP1:Rzeczpospolita - Środa_zasieg	CDTP1:Rzeczpospolita - Środa_zasieg			0	0	1	0	0	0	1080	airatrybut_zasieg	0	0	airatrybut3_zasieg	dane pism	nigdy_archiwum
RZECZP74_zasieg	CDTP1:Rzeczpospolita - Czwartek_zasieg	CDTP1:Rzeczpospolita - Czwartek_zasieg			0	0	1	0	0	0	1080	airatrybut_zasieg	0	0	airatrybut4_zasieg	dane pism	nigdy_archiwum
RZECZP75_zasieg	CDTP1:Rzeczpospolita - Piątek_zasieg	CDTP1:Rzeczpospolita - Piątek_zasieg			0	0	1	0	0	0	1080	airatrybut_zasieg	0	0	airatrybut5_zasieg	dane pism	nigdy_archiwum
RZECZP76_zasieg	CDTP1:Rzeczpospolita - Sobota_zasieg	CDTP1:Rzeczpospolita - Sobota_zasieg			0	0	1	0	0	0	1080	airatrybut_zasieg	0	0	airatrybut6_zasieg	dane pism	nigdy_archiwum
SLPLGW71_zasieg	CDTP1:Gazeta Wrocławska - Poniedziałek_zasieg	CDTP1:Gazeta Wrocławska - Poniedziałek_zasieg			0	0	1	0	0	0	2241	airatrybut_zasieg	0	0	airatrybut1_zasieg	dane pism	nigdy_archiwum
SLPLGW72_zasieg	CDTP1:Gazeta Wrocławska - Wtorek_zasieg	CDTP1:Gazeta Wrocławska - Wtorek_zasieg			0	0	1	0	0	0	2241	airatrybut_zasieg	0	0	airatrybut2_zasieg	dane pism	nigdy_archiwum
