Nazwa zmiennej	Etykieta zmiennej	Etykieta zmiennej.1	Katalog	Katalog.1	Grupa zmiennych	Grupa zmiennych w innym języku	Ukryta	Waga (0/1)	Długość roku	Atrybuty (n)	atrybut pisma	atrybut wskaźnika	atrybut wskaźnika slcwwr	atrybut wskaźnika slcwwc	atrybut wartości wskaźnika	Grupa zakresu danych	Archiwum
RA_T2115	Radio ESKA (Gorzów)	Radio ESKA (Gorzów)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D2115	Radio ESKA (Gorzów)	Radio ESKA (Gorzów)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T8713	Radio ESKA Grudziądz	Radio ESKA Grudziądz	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D8713	Radio ESKA Grudziądz	Radio ESKA Grudziądz	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T5112	Radio ESKA Iława	Radio ESKA Iława	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D5112	Radio ESKA Iława	Radio ESKA Iława	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T0918	Radio ESKA Inowrocław	Radio ESKA Inowrocław	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D0918	Radio ESKA Inowrocław	Radio ESKA Inowrocław	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T2514	Radio ESKA (Kalisz/Ostrów)	Radio ESKA (Kalisz/Ostrów)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D2514	Radio ESKA (Kalisz/Ostrów)	Radio ESKA (Kalisz/Ostrów)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T2715	Radio ESKA (Katowice)	Radio ESKA (Katowice)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D2715	Radio ESKA (Katowice)	Radio ESKA (Katowice)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T2915	Radio ESKA Kielce	Radio ESKA Kielce	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D2915	Radio ESKA Kielce	Radio ESKA Kielce	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T3311	Radio ESKA Koszalin	Radio ESKA Koszalin	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D3311	Radio ESKA Koszalin	Radio ESKA Koszalin	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T3520	Radio ESKA (Kraków)	Radio ESKA (Kraków)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D3520	Radio ESKA (Kraków)	Radio ESKA (Kraków)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T4112	Radio ESKA (Leszno)	Radio ESKA (Leszno)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D4112	Radio ESKA (Leszno)	Radio ESKA (Leszno)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T4314	Radio ESKA (Lublin)	Radio ESKA (Lublin)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D4314	Radio ESKA (Lublin)	Radio ESKA (Lublin)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T4511	Radio ESKA (Łomża)	Radio ESKA (Łomża)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D4511	Radio ESKA (Łomża)	Radio ESKA (Łomża)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T4712	Radio ESKA (Łódź)	Radio ESKA (Łódź)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D4712	Radio ESKA (Łódź)	Radio ESKA (Łódź)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T5116	Radio ESKA Olsztyn	Radio ESKA Olsztyn	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D5116	Radio ESKA Olsztyn	Radio ESKA Olsztyn	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T5316	Radio ESKA (Opole)	Radio ESKA (Opole)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D5316	Radio ESKA (Opole)	Radio ESKA (Opole)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T5714	Radio ESKA (Piła)	Radio ESKA (Piła)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D5714	Radio ESKA (Piła)	Radio ESKA (Piła)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T6111	Radio ESKA (Płock) 	Radio ESKA (Płock) 	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D6111	Radio ESKA (Płock) 	Radio ESKA (Płock) 	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T6313	Radio ESKA (Poznań)	Radio ESKA (Poznań)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D6313	Radio ESKA (Poznań)	Radio ESKA (Poznań)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T6511	Radio ESKA (Przemyśl)	Radio ESKA (Przemyśl)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D6511	Radio ESKA (Przemyśl)	Radio ESKA (Przemyśl)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T6711	Radio ESKA (Radom)	Radio ESKA (Radom)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D6711	Radio ESKA (Radom)	Radio ESKA (Radom)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T0132	Radio Eska Rock	Radio Eska Rock	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D0132	Radio Eska Rock	Radio Eska Rock	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T3514	Radiofonia (Kraków) 	Radiofonia (Kraków) 	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D3514	Radiofonia (Kraków) 	Radiofonia (Kraków) 	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T6320	Radio Eska Rock (Poznań)	Radio Eska Rock (Poznań)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D6320	Radio Eska Rock (Poznań)	Radio Eska Rock (Poznań)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T3711	Radio ESKA (Rzeszów)	Radio ESKA (Rzeszów)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D3711	Radio ESKA (Rzeszów)	Radio ESKA (Rzeszów)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T7112	Radio ESKA Siedlce	Radio ESKA Siedlce	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D7112	Radio ESKA Siedlce	Radio ESKA Siedlce	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T2913	Radio ESKA Starachowice	Radio ESKA Starachowice	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D2913	Radio ESKA Starachowice	Radio ESKA Starachowice	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T8113	Radio ESKA (Szczecin)	Radio ESKA (Szczecin)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D8113	Radio ESKA (Szczecin)	Radio ESKA (Szczecin)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T3313	Radio ESKA Szczecinek	Radio ESKA Szczecinek	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D3313	Radio ESKA Szczecinek	Radio ESKA Szczecinek	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T8511	Radio ESKA Tarnów	Radio ESKA Tarnów	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D8511	Radio ESKA Tarnów	Radio ESKA Tarnów	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T8714	Radio ESKA Toruń	Radio ESKA Toruń	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D8714	Radio ESKA Toruń	Radio ESKA Toruń	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T1911	Radio ESKA (Trójmiasto)	Radio ESKA (Trójmiasto)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D1911	Radio ESKA (Trójmiasto)	Radio ESKA (Trójmiasto)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T0111	Radio ESKA Warszawa	Radio ESKA Warszawa	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D0111	Radio ESKA Warszawa	Radio ESKA Warszawa	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T9312	Radio ESKA (Wrocław)	Radio ESKA (Wrocław)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D9312	Radio ESKA (Wrocław)	Radio ESKA (Wrocław)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T9511	Radio ESKA (Zamość)	Radio ESKA (Zamość)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D9511	Radio ESKA (Zamość)	Radio ESKA (Zamość)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T9713	Radio ESKA Zielona Góra	Radio ESKA Zielona Góra	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D9713	Radio ESKA Zielona Góra	Radio ESKA Zielona Góra	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T9716	Radio ESKA Żary	Radio ESKA Żary	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D9716	Radio ESKA Żary	Radio ESKA Żary	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T2721	Radio Express FM (Tychy)	Radio Express FM (Tychy)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D2721	Radio Express FM (Tychy)	Radio Express FM (Tychy)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T3712	Radio Fakty (Krosno) 	Radio Fakty (Krosno) 	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D3712	Radio Fakty (Krosno) 	Radio Fakty (Krosno) 	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T2912	Radio Fama (Kielce)	Radio Fama (Kielce)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D2912	Radio Fama (Kielce)	Radio Fama (Kielce)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T5314	Radio Fama (Opole) 	Radio Fama (Opole) 	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D5314	Radio Fama (Opole) 	Radio Fama (Opole) 	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T7714	Radio Fama (Słupsk)	Radio Fama (Słupsk)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D7714	Radio Fama (Słupsk)	Radio Fama (Słupsk)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_T7512	Radio Fama (Sochaczew)	Radio Fama (Sochaczew)	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	Radio/Stacje radiowe: wskaźnik słuchalności tygodniowej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
RA_D7512	Radio Fama (Sochaczew)	Radio Fama (Sochaczew)	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	Radio/Stacje radiowe: wskaźnik słuchalności dziennej	0	0	0	0	0	binary	0	0	0	0	0	dane z pomiaru słuchalności stacji radiowych	zawsze_archiwum
